Date,seasonal
2014-11-04,10.202195787777567
2014-11-05,9.824642134809531
2014-11-06,10.072161541202224
2014-11-07,10.382154691887163
2014-11-10,10.674166107412274
2014-11-11,10.747207203302688
2014-11-12,10.951606746681682
2014-11-13,10.37107364165884
2014-11-14,8.94186816220679
2014-11-17,8.441408116544695
2014-11-18,6.2255188471382965
2014-11-19,5.169015422480768
2014-11-20,3.5811044635766516
2014-11-21,2.835534828873467
2014-11-24,3.535716335722773
2014-11-25,3.700459486407712
2014-11-26,3.1091626827547376
2014-11-28,2.733703778645146
2014-12-01,2.325720901932822
2014-12-02,2.7504549201976563
2014-12-03,1.9846877969099892
2014-12-04,0.8441809475949187
2014-12-05,1.0247368836679873
2014-12-08,2.919276838005882
2014-12-09,3.3257311759054273
2014-12-10,1.8272311759054285
2014-12-11,2.0092037786451526
2014-12-12,3.3355211302433294
2014-12-15,4.044928664489904
2014-12-16,5.270751723850625
2014-12-17,5.121990308325518
2014-12-18,5.799507431613185
2014-12-19,6.13579624439857
2014-12-22,5.8259560617501736
2014-12-23,6.607756290060671
2014-12-24,6.384114737549254
2014-12-26,6.5214172489647835
2014-12-29,6.14035332202415
2014-12-30,5.307677522937389
2014-12-31,4.442851038919124
2015-01-02,4.2900142809282595
2015-01-05,4.791154691887166
2015-01-06,4.13690012567711
2015-01-07,2.736813367686252
2015-01-08,2.5428042352661517
2015-01-09,2.4242357421154694
2015-01-12,0.6559674772752903
2015-01-13,0.9150485275035931
2015-01-14,-0.287238002176769
2015-01-15,-1.2461090067429845
2015-01-16,-0.9927905135922955
2015-01-20,0.6446683905172886
2015-01-21,0.9249183905172893
2015-01-22,0.8832003539876121
2015-01-23,-0.27430078756490617
2015-01-26,0.21169008001501205
2015-01-27,0.34590355033465325
2015-01-28,0.12799944074560118
2015-01-29,1.5833396233940127
2015-01-30,1.0296421348095317
2015-02-02,0.7098510389191223
2015-02-03,0.5311158791017734
2015-02-04,1.3874925914305456
2015-02-05,-0.659927499893653
2015-02-06,-1.4442037556014253
2015-02-09,-2.4655370889347576
2015-02-10,-1.8306683674735813
2015-02-11,-3.1357048971539365
2015-02-12,-3.74048686062426
2015-02-13,-2.954336175692756
2015-02-17,-2.973924075236126
2015-02-18,-2.2570313811722045
2015-02-19,-3.48716836747357
2015-02-20,-3.3602151711265407
2015-02-23,-2.760160376605998
2015-02-24,-2.2373921117658053
2015-02-25,-1.9861740752361314
2015-02-26,-1.68100626701696
2015-02-27,-1.2010137099393257
2015-03-02,0.4174052398323604
2015-03-03,0.7856540982798543
2015-03-04,0.5283378882341875
2015-03-05,0.9711483905172988
2015-03-06,0.18552167818852688
2015-03-09,1.150352728416841
2015-03-10,1.319914372252458
2015-03-11,1.5473264727090799
2015-03-12,0.9820890297866898
2015-03-13,-0.49796119852380105
2015-03-16,-1.4466564040032563
2015-03-17,-1.6887351711265461
2015-03-18,-1.9948264953274546
2015-03-19,-2.905953207656223
2015-03-20,-3.1249817464690057
2015-03-23,-1.4091130250078157
2015-03-24,-1.5845867693000562
2015-03-25,-0.5824566323137559
2015-03-26,-0.5380365409895532
2015-03-27,-0.1374338012635231
2015-03-30,-1.6184566323137561
2015-03-31,-2.0135707875649
2015-04-01,-1.8443949884781359
2015-04-02,0.10839724896478575
2015-04-06,1.3231403996497213
2015-04-07,1.8638333220241394
2015-04-08,2.90565866448989
2015-04-09,2.8815981622067897
2015-04-10,1.8785399430287113
2015-04-13,1.2921095777319076
2015-04-14,0.2453493037593028
2015-04-15,0.9271346918871612
2015-04-16,1.508504554900853
2015-04-17,0.8692431393757472
2015-04-20,1.384802500106334
2015-04-21,0.40204336768623816
2015-04-22,0.43571916677300526
2015-04-23,-0.3974851711265368
2015-04-24,-0.8535913355101002
2015-04-27,-0.49624430354663307
2015-04-28,-0.013632431400519757
2015-04-29,-0.14922375560142861
2015-04-30,0.21702281974103807
2015-05-01,0.16080364165885216
2015-05-04,-0.6395137099393304
2015-05-05,-0.49980708893475545
2015-05-06,0.6918493037593066
2015-05-07,0.8541675685994834
2015-05-08,0.22927396129354735
2015-05-11,0.5723150571839625
2015-05-12,2.253123276362049
2015-05-13,1.415044509238758
2015-05-14,1.1581244179145527
2015-05-15,0.8318972489647842
2015-05-18,0.2053241896040487
2015-05-19,-1.1072283218114696
2015-05-20,0.05924998869081727
2015-05-21,-0.8357751254644409
2015-05-22,-0.982861883455313
2015-05-26,-0.817382431400517
2015-05-27,-0.6087591437292815
2015-05-28,-0.7767568606242602
2015-05-29,-1.8629201026333868
2015-06-01,-3.127611883455306
2015-06-02,-4.047504577519233
2015-06-03,-3.1442938560580496
2015-06-04,-3.1787883766059886
2015-06-05,-4.016322623181327
2015-06-08,-3.687173308112842
2015-06-09,-2.8605787875648976
2015-06-10,-3.2214308423594145
2015-06-11,-2.7173089245511943
2015-06-12,-0.9450554998936608
2015-06-15,-2.67284454098955
2015-06-16,-1.6410870067429733
2015-06-17,-2.1161828971539354
2015-06-18,-2.1197733081128387
2015-06-19,-0.9645705683868125
2015-06-22,-0.02276919852379858
2015-06-23,-0.937169198523797
2015-06-24,-0.9086376916744808
2015-06-25,-2.0130445409895588
2015-06-26,-1.1548774177018946
2015-06-29,-0.7282431711265399
2015-06-30,-0.864034951948457
2015-07-01,-2.7073815272909205
2015-07-02,-3.5786335820854416
2015-07-06,-2.957676047838866
2015-07-07,-1.8248130341402413
2015-07-08,-1.6707609793457199
2015-07-09,-1.8556376916744852
2015-07-10,-2.938492486195028
2015-07-13,-2.98488289715394
2015-07-14,-3.5714993355100995
